"Dia da semana","Inscritos no turno","Curso","Unidade Curricular","Turno","Lotação da sala","Turma","Sala atribuída à aula","Hora início da aula","Hora fim da aula","Data da aula"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","09:30:00","11:00:00","13/10/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","09:30:00","11:00:00","06/10/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","09:30:00","11:00:00","29/09/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","09:30:00","11:00:00","22/09/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","09:30:00","11:00:00","15/09/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","08:00:00","09:30:00","24/11/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","08:00:00","09:30:00","17/11/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","08:00:00","09:30:00","10/11/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","08:00:00","09:30:00","03/11/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","08:00:00","09:30:00","13/10/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","08:00:00","09:30:00","06/10/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","08:00:00","09:30:00","29/09/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","08:00:00","09:30:00","22/09/2022"
"Qui","47","MM","Estratégia de Marketing","M5500TP02","50","MMA1","AA2.23","08:00:00","09:30:00","15/09/2022"
"Sex","32","LP","Psicologia Social","L5200PL04","89","PA2","Auditório 0NE03 - Mário Murteira","09:30:00","11:00:00","02/12/2022"
"Sex","32","LP","Psicologia Social","L5200PL04","89","PA2","Auditório 0NE03 - Mário Murteira","09:30:00","11:00:00","18/11/2022"
"Sex","32","LP","Psicologia Social","L5200PL04","89","PA2","Auditório 0NE03 - Mário Murteira","09:30:00","11:00:00","04/11/2022"
"Sex","32","LP","Psicologia Social","L5200PL04","89","PA2","Auditório 0NE03 - Mário Murteira","09:30:00","11:00:00","21/10/2022"
"Sex","32","LP","Psicologia Social","L5200PL04","89","PA2","Auditório 0NE03 - Mário Murteira","09:30:00","11:00:00","07/10/2022"
"Sex","32","LP","Psicologia Social","L5200PL04","30","PA2","C5.05","09:30:00","11:00:00","23/09/2022"
"Seg","26","MGRHCO","Estágio em Gestão de Recursos Humanos e Consultadoria Organizacional","02885S03","72","MGRHCOB2","Auditório 0NE01","18:00:00","20:00:00","21/11/2022"
"Ter","26","MGRHCO","Estágio em Gestão de Recursos Humanos e Consultadoria Organizacional","02885S03","72","MGRHCOB2","Auditório 0NE01","18:00:00","20:00:00","06/12/2022"
"Sex","26","MGRHCO","Estágio em Gestão de Recursos Humanos e Consultadoria Organizacional","02885S03","72","MGRHCOB2","Auditório 0NE01","18:00:00","19:30:00","02/12/2022"
"Seg","26","MGRHCO","Estágio em Gestão de Recursos Humanos e Consultadoria Organizacional","02885S03","72","MGRHCOB2","Auditório 0NE01","18:00:00","20:00:00","12/12/2022"
"Sex","26","MGRHCO","Estágio em Gestão de Recursos Humanos e Consultadoria Organizacional","02885S03","72","MGRHCOB2","Auditório 0NE01","19:30:00","21:00:00","02/12/2022"
"Ter","26","MGRHCO","Estágio em Gestão de Recursos Humanos e Consultadoria Organizacional","02885S03","72","MGRHCOB2","Auditório 0NE01","18:00:00","21:00:00","13/12/2022"
"Sex","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","07/10/2022"
"Sex","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","13:00:00","14:30:00","07/10/2022"
"Qua","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","12/10/2022"
"Qua","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","28/09/2022"
"Qua","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","21/09/2022"
"Qua","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","14/09/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","10/10/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","03/10/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","26/09/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","19/09/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","14:30:00","16:00:00","12/09/2022"
"Qua","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","13:00:00","14:30:00","12/10/2022"
"Qua","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","13:00:00","14:30:00","28/09/2022"
"Qua","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","13:00:00","14:30:00","21/09/2022"
"Qua","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","13:00:00","14:30:00","14/09/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","13:00:00","14:30:00","10/10/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","50","MGA1","D1.09","13:00:00","14:30:00","03/10/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","13:00:00","14:30:00","26/09/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","13:00:00","14:30:00","19/09/2022"
"Seg","46","MG","Contabilidade Avançada","M8488TP02","52","MGA1","B2.01","13:00:00","14:30:00","12/09/2022"
"Ter","34","MGE","Ética, Responsabilidade e Sustentabilidade Empresarial","00264TP01","38","MGEA1","C3.02","11:00:00","12:30:00","11/10/2022"
"Ter","34","MGE","Ética, Responsabilidade e Sustentabilidade Empresarial","00264TP01","38","MGEA1","C3.02","11:00:00","12:30:00","04/10/2022"
"Ter","34","MGE","Ética, Responsabilidade e Sustentabilidade Empresarial","00264TP01","38","MGEA1","C3.02","11:00:00","12:30:00","13/09/2022"
"Ter","34","MGE","Ética, Responsabilidade e Sustentabilidade Empresarial","00264TP01","38","MGEA1","C3.02","09:30:00","11:00:00","11/10/2022"
"Ter","34","MGE","Ética, Responsabilidade e Sustentabilidade Empresarial","00264TP01","38","MGEA1","C3.02","09:30:00","11:00:00","04/10/2022"
"Ter","34","MGE","Ética, Responsabilidade e Sustentabilidade Empresarial","00264TP01","38","MGEA1","C3.02","09:30:00","11:00:00","13/09/2022"
"Qua","39","MCP","Atitudes e Comportamentos Políticos","00528TP01","58","MCPA1","C5.01","20:30:00","22:30:00","07/12/2022"
"Qua","39","MCP","Atitudes e Comportamentos Políticos","00528TP01","58","MCPA1","C5.01","20:30:00","22:30:00","30/11/2022"
"Qua","39","MCP","Atitudes e Comportamentos Políticos","00528TP01","58","MCPA1","C5.01","20:30:00","22:30:00","23/11/2022"
"Qua","39","MCP","Atitudes e Comportamentos Políticos","00528TP01","58","MCPA1","C5.01","20:30:00","22:30:00","16/11/2022"
"Qua","39","MCP","Atitudes e Comportamentos Políticos","00528TP01","58","MCPA1","C5.01","20:30:00","22:30:00","09/11/2022"
"Qua","39","MCP","Atitudes e Comportamentos Políticos","00528TP01","58","MCPA1","C5.01","20:30:00","22:30:00","02/11/2022"
"Qua","39","MCP","Atitudes e Comportamentos Políticos","00528TP01","58","MCPA1","C5.01","20:30:00","22:30:00","26/10/2022"
"Qua","39","MCP","Atitudes e Comportamentos Políticos","00528TP01","58","MCPA1","C5.01","20:30:00","22:30:00","19/10/2022"
"Qua","39","MCP","Atitudes e Comportamentos Políticos","00528TP01","58","MCPA1","C5.01","20:30:00","22:30:00","12/10/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","06/12/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","29/11/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","22/11/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","15/11/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","08/11/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","25/10/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","18/10/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","11/10/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","04/10/2022"
"Ter","47","MCCTI","Culturas Digitais, Fãs e Web 2.0","01727TP02","52","MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2","C4.01","18:00:00","20:00:00","27/09/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","28/11/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","21/11/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","14/11/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","07/11/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","31/10/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","24/10/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","17/10/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","10/10/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","03/10/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","26/09/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","50","IGE-D2, IGE-D1","AA3.29","08:00:00","09:30:00","19/09/2022"
"Seg","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","72","IGE-D2, IGE-D1","Auditório 0NE01","08:00:00","09:30:00","12/09/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","02/12/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","25/11/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","18/11/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","11/11/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","04/11/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","28/10/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","21/10/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","14/10/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","07/10/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","30/09/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","23/09/2022"
"Sex","66","LIGE, LIGE-PL","Gestão das Operações e da Cadeia de Abastecimento","03745TP01","89","IGE-D2, IGE-D1","Auditório 0NE03 - Mário Murteira","08:00:00","09:30:00","16/09/2022"
"Sex","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","50","PA3","2,00E+07","14:30:00","16:00:00","11/11/2022"
"Sex","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","50","PA3","2,00E+07","14:30:00","16:00:00","04/11/2022"
"Sex","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","50","PA3","2,00E+07","14:30:00","16:00:00","28/10/2022"
"Sex","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","50","PA3","2,00E+07","14:30:00","16:00:00","21/10/2022"
"Sex","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","50","PA3","2,00E+07","14:30:00","16:00:00","14/10/2022"
"Sex","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","50","PA3","2,00E+07","14:30:00","16:00:00","07/10/2022"
"Sex","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","50","PA3","2,00E+07","14:30:00","16:00:00","30/09/2022"
"Sex","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","50","PA3","2,00E+07","14:30:00","16:00:00","23/09/2022"
"Ter","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","40","PA3","C6.02","14:30:00","16:00:00","15/11/2022"
"Ter","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","40","PA3","C6.02","14:30:00","16:00:00","08/11/2022"
"Ter","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","40","PA3","C6.02","14:30:00","16:00:00","25/10/2022"
"Ter","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","40","PA3","C6.02","14:30:00","16:00:00","18/10/2022"
"Ter","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","40","PA3","C6.02","14:30:00","16:00:00","04/10/2022"
"Ter","31","LP","Aprendizagem, Motivação e Emoção","L5216TP04","40","PA3","C6.02","14:30:00","16:00:00","20/09/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","28/11/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","21/11/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","14/11/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","07/11/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","31/10/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","24/10/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","17/10/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","10/10/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","03/10/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","26/09/2022"
"Seg","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","68","SS-PL-A1","C4.06","19:30:00","21:00:00","19/09/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","06/12/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","29/11/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","22/11/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","15/11/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","08/11/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","25/10/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","18/10/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","11/10/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","04/10/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","27/09/2022"
"Ter","28","LCP, LSS-PL, LS, LS-PL","Modernidade e Questão Social","L6121TP03","52","SS-PL-A1","C4.01","16:30:00","18:00:00","20/09/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","23","ARQ-B6, ARQ-B5, ARQ-B4","D1.04","11:00:00","12:30:00","09/12/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","23","ARQ-B6, ARQ-B5, ARQ-B4","D1.04","11:00:00","12:30:00","02/12/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","23","ARQ-B6, ARQ-B5, ARQ-B4","D1.04","11:00:00","12:30:00","25/11/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","23","ARQ-B6, ARQ-B5, ARQ-B4","D1.04","11:00:00","12:30:00","18/11/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","27","ARQ-B6, ARQ-B5, ARQ-B4","D1.14","11:00:00","12:30:00","11/11/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","27","ARQ-B6, ARQ-B5, ARQ-B4","D1.14","11:00:00","12:30:00","04/11/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","11:00:00","12:30:00","28/10/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","11:00:00","12:30:00","21/10/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","11:00:00","12:30:00","14/10/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","11:00:00","12:30:00","07/10/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","11:00:00","12:30:00","30/09/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","11:00:00","12:30:00","23/09/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","23","ARQ-B6, ARQ-B5, ARQ-B4","D1.04","09:30:00","11:00:00","09/12/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","23","ARQ-B6, ARQ-B5, ARQ-B4","D1.04","09:30:00","11:00:00","02/12/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","23","ARQ-B6, ARQ-B5, ARQ-B4","D1.04","09:30:00","11:00:00","25/11/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","23","ARQ-B6, ARQ-B5, ARQ-B4","D1.04","09:30:00","11:00:00","18/11/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","27","ARQ-B6, ARQ-B5, ARQ-B4","D1.14","09:30:00","11:00:00","11/11/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","27","ARQ-B6, ARQ-B5, ARQ-B4","D1.14","09:30:00","11:00:00","04/11/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","09:30:00","11:00:00","28/10/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","09:30:00","11:00:00","21/10/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","09:30:00","11:00:00","14/10/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","09:30:00","11:00:00","07/10/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","09:30:00","11:00:00","30/09/2022"
"Sex","23","MIA","Sistemas de Construção I","03824TP03","50","ARQ-B6, ARQ-B5, ARQ-B4","2,00E+05","09:30:00","11:00:00","23/09/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","15/12/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","24/11/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","17/11/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","10/11/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","27/10/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","20/10/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","13/10/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","06/10/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","29/09/2022"
"Qui","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","19:30:00","21:00:00","22/09/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","06/12/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","29/11/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","22/11/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","15/11/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","08/11/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","25/10/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","18/10/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","11/10/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","04/10/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","27/09/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","80","EI-PL-A2, EI-PL-A1","C6.10","21:00:00","22:30:00","20/09/2022"
"Ter","83","LETI, LEI, LEI-PL","Cálculo I","03703TP05","120","EI-PL-A2, EI-PL-A1","Auditório 1","19:30:00","21:00:00","13/12/2022"
